Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Kottmann, R.M., Kulkarni, A.A., Smolnycki, K.A., Lyda, E., Dahanayake, T., Salibi, R., Honnons, S., Jones, C., Isern, N.G., Hu, J.Z., Nathan, S.D., Grant, G., Phipps, R.P., Sime, P.J.","Lactic acid is elevated in idiopathic pulmonary fibrosis and induces myofibroblast differentiation via pH-dependent activation of transforming growth factor-β",2012,"American Journal of Respiratory and Critical Care Medicine",186,8,,740,751,,50,10.1164/rccm.201201-0084OC,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867604212&partnerID=40&md5=b2dbcd6aaae7712358cfa0ddb849f920",Article,Scopus,2-s2.0-84867604212
"Huang, Y., Bell, L.N., Okamura, J., Kim, M.S., Mohney, R.P., Guerrero-Preston, R., Ratovitski, E.A.","Phospho-δNp63α/SREBF1 protein interactions: Bridging cell metabolism and cisplatin chemoresistance",2012,"Cell Cycle",11,20,,3810,3827,,7,10.4161/cc.22022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868008783&partnerID=40&md5=167e992fcfa8e061a10d17ac3afa09a7",Article,Scopus,2-s2.0-84868008783
"Lu, C., Jiang, Z., Fan, X., Liao, G., Li, S., He, C., Han, L., Luo, S., Liu, Y., Lin, H., Li, L., Li, X., Liang, Q., Wang, Y., Luo, G.","A metabonomic approach to the effect evaluation of treatment in patients infected with influenza A (H1N1)",2012,"Talanta",100,,,51,56,,10,10.1016/j.talanta.2012.07.076,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869050665&partnerID=40&md5=88a04386d57b29fa200be7d270e38c49",Article,Scopus,2-s2.0-84869050665
"Pontes, M., Pereira, J., Câmara, J.S.","Dynamic headspace solid-phase microextraction combined with one-dimensional gas chromatography-mass spectrometry as a powerful tool to differentiate banana cultivars based on their volatile metabolite profile",2012,"Food Chemistry",134,4,,2509,2520,,17,10.1016/j.foodchem.2012.04.087,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861578811&partnerID=40&md5=297eeed6f2f040e90db24f728b0a71f3",Article,Scopus,2-s2.0-84861578811
"Gika, H.G., Ji, C., Theodoridis, G.A., Michopoulos, F., Kaplowitz, N., Wilson, I.D.","Investigation of chronic alcohol consumption in rodents via ultra-high-performance liquid chromatography-mass spectrometry based metabolite profiling",2012,"Journal of Chromatography A",1259,,,128,137,,15,10.1016/j.chroma.2012.02.053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866319631&partnerID=40&md5=fd3d10da2e04b7c7f7e8c6f421732307",Article,Scopus,2-s2.0-84866319631
"Gika, H.G., Theodoridis, G.A., Vrhovsek, U., Mattivi, F.","Quantitative profiling of polar primary metabolites using hydrophilic interaction ultrahigh performance liquid chromatography-tandem mass spectrometry",2012,"Journal of Chromatography A",1259,,,121,127,,52,10.1016/j.chroma.2012.02.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866338622&partnerID=40&md5=82a9f2f6cb8c0991d2f6c88fd5a863cd",Article,Scopus,2-s2.0-84866338622
"Funari, C.S., Eugster, P.J., Martel, S., Carrupt, P.-A., Wolfender, J.-L., Silva, D.H.S.","High resolution ultra high pressure liquid chromatography-time-of-flight mass spectrometry dereplication strategy for the metabolite profiling of Brazilian Lippia species",2012,"Journal of Chromatography A",1259,,,167,178,,34,10.1016/j.chroma.2012.03.069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866307083&partnerID=40&md5=88d22f4e801e8e533527e563154fece8",Article,Scopus,2-s2.0-84866307083
"Helwick, C.","Why hasn't genomic testing changed the landscape?",2012,"American Health and Drug Benefits",5,SPL.ISS. 5,,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867163380&partnerID=40&md5=74c49022cb4f97b1bb1d0def05010798",Article,Scopus,2-s2.0-84867163380
"Dalli, J., Serhan, C.N.","Specific lipid mediator signatures of human phagocytes: Microparticles stimulate macrophage efferocytosis and pro-resolving mediators",2012,"Blood",120,15,,e60,e72,,134,10.1182/blood-2012-04-423525,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867753332&partnerID=40&md5=cf7617f4ecc00160dd2881ec119003c9",Article,Scopus,2-s2.0-84867753332
"Shalom, L., Samuels, S., Zur, N., Shlizerman, L., Zemach, H., Weissberg, M., Ophir, R., Blumwald, E., Sadka, A.","Alternate Bearing in Citrus: Changes in the Expression of Flowering Control Genes and in Global Gene Expression in ON- versus OFF-Crop Trees",2012,"PLoS ONE",7,10, e46930,,,,32,10.1371/journal.pone.0046930,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867416699&partnerID=40&md5=28f1c8c0a1d158b2af1bd63c1a1bf1c3",Article,Scopus,2-s2.0-84867416699
"Jozefczuk, J., Kashofer, K., Ummanni, R., Henjes, F., Rehman, S., Geenen, S., Wruck, W., Regenbrecht, C., Daskalaki, A., Wierling, C., Turano, P., Bertini, I., Korf, U., Zatloukal, K., Westerhoff, H.V., Lehrach, H., Adjaye, J.","A systems biology approach to deciphering the etiology of steatosis employing patient-derived dermal fibroblasts and iPS cells",2012,"Frontiers in Physiology",3 SEP,, Article 339,,,,6,10.3389/fphys.2012.00339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867188956&partnerID=40&md5=bf3fd716d3b21f099fda5e2100c22626",Article,Scopus,2-s2.0-84867188956
"Wei, F., Furihata, K., Koda, M., Hu, F., Kato, R., Miyakawa, T., Tanokura, M.","<sup>13</sup>C NMR-based metabolomics for the classification of green coffee beans according to variety and origin",2012,"Journal of Agricultural and Food Chemistry",60,40,,10118,10125,,38,10.1021/jf3033057,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867363432&partnerID=40&md5=a9a74524f9757ae1a9f75c4d19922bd2",Article,Scopus,2-s2.0-84867363432
"Zhao, Y.-Y., Cheng, X.-L., Cui, J.-H., Yan, X.-R., Wei, F., Bai, X., Lin, R.-C.","Effect of ergosta-4,6,8(14),22-tetraen-3-one (ergone) on adenine-induced chronic renal failure rat: A serum metabonomic study based on ultra performance liquid chromatography/high-sensitivity mass spectrometry coupled with MassLynx i-FIT algorithm",2012,"Clinica Chimica Acta",413,19-20,,1438,1445,,45,10.1016/j.cca.2012.06.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84862625083&partnerID=40&md5=35579e8ebf83fc15be5e3c2febd5fe08",Article,Scopus,2-s2.0-84862625083
"Armstrong, C.W., McGregor, N.R., Sheedy, J.R., Buttfield, I., Butt, H.L., Gooley, P.R.","NMR metabolic profiling of serum identifies amino acid disturbances in chronic fatigue syndrome",2012,"Clinica Chimica Acta",413,19-20,,1525,1531,,8,10.1016/j.cca.2012.06.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84863469037&partnerID=40&md5=71a8b5e4bb72e9520d27de1a982aeee4",Article,Scopus,2-s2.0-84863469037
"Wang-Sattler, R., Yu, Z., Herder, C., Messias, A.C., Floegel, A., He, Y., Heim, K., Campillos, M., Holzapfel, C., Thorand, B., Grallert, H., Xu, T., Bader, E., Huth, C., Mittelstrass, K., Döring, A., Meisinger, C., Gieger, C., Prehn, C., Roemisch-Margl, W., Carstensen, M., Xie, L., Yamanaka-Okumura, H., Xing, G., Ceglarek, U., Thiery, J., Giani, G., Lickert, H., Lin, X., Li, Y., Boeing, H., Joost, H.-G., De Angelis, M.H., Rathmann, W., Suhre, K., Prokisch, H., Peters, A., Meitinger, T., Roden, M., Wichmann, H.-E., Pischon, T., Adamski, J., Illig, T.","Novel biomarkers for pre-diabetes identified by metabolomics",2012,"Molecular Systems Biology",8,, 615,,,,216,10.1038/msb.2012.43,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867012919&partnerID=40&md5=931fec4044d8850aa89fa2f13af8291d",Article,Scopus,2-s2.0-84867012919
"Stolee, J.A., Shrestha, B., Mengistu, G., Vertes, A.","Observation of subcellular metabolite gradients in single cells by laser ablation electrospray ionization mass spectrometry",2012,"Angewandte Chemie - International Edition",51,41,,10386,10389,,35,10.1002/anie.201205436,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867086655&partnerID=40&md5=0f7cf95bda11319c6f811782fedd320b",Article,Scopus,2-s2.0-84867086655
"Kemsley, J.","Food detectives",2012,"Chemical and Engineering News",90,41,,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867537718&partnerID=40&md5=0b251c7c3d80dbf6cdb79efd9dda4df5",Article,Scopus,2-s2.0-84867537718
"Kaddurah-Daouk, R., Yuan, P., Boyle, S.H., Matson, W., Wang, Z., Zeng, Z.B., Zhu, H., Dougherty, G.G., Yao, J.K., Chen, G., Guitart, X., Carlson, P.J., Neumeister, A., Zarate, C., Krishnan, R.R., Manji, H.K., Drevets, W.","Cerebrospinal fluid metabolome in mood disorders-remission state has a unique metabolic profile",2012,"Scientific Reports",2,, 00667,,,,21,10.1038/srep00667,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867031949&partnerID=40&md5=31e226aa0c6cb34a57c7863a674775d1",Article,Scopus,2-s2.0-84867031949
"Netzer, M., Kugler, K.G., Müller, L.A.J., Weinberger, K.M., Graber, A., Baumgartner, C., Dehmer, M.","A network-based feature selection approach to identify metabolic signatures in disease",2012,"Journal of Theoretical Biology",310,,,216,222,,7,10.1016/j.jtbi.2012.06.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84864070819&partnerID=40&md5=86073dd5b30bf4aba54d096fb403f67d",Article,Scopus,2-s2.0-84864070819
"Cevallos-Cevallos, J.M., Reyes-De-Corcuera, J.I.","Metabolomics in Food Science",2012,"Advances in Food and Nutrition Research",67,,,1,24,,12,10.1016/B978-0-12-394598-3.00001-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866934549&partnerID=40&md5=1c761bea8106d428bd204fc58d169302",Article,Scopus,2-s2.0-84866934549
"Lu, K., Knutson, C.G., Wishnok, J.S., Fox, J.G., Tannenbaum, S.R.","Serum metabolomics in a helicobacter hepaticus mouse model of inflammatory bowel disease reveal important changes in the microbiome, serum peptides, and intermediary metabolism",2012,"Journal of Proteome Research",11,10,,4916,4926,,27,10.1021/pr300429x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867459282&partnerID=40&md5=f319913c611f3cea359665cabea4c610",Article,Scopus,2-s2.0-84867459282
"Ju, H.K., Lee, J.G., Park, M.K., Park, S.-J., Lee, C.H., Park, J.H., Kwon, S.W.","Metabolomic investigation of the anti-platelet aggregation activity of ginsenoside Rk<inf>1</inf> reveals attenuated 12-HETE production",2012,"Journal of Proteome Research",11,10,,4939,4946,,4,10.1021/pr300454f,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867463981&partnerID=40&md5=67c942130306579abf70081853bd4ff4",Article,Scopus,2-s2.0-84867463981
"Zhou, M., Wang, S., Zhao, A., Wang, K., Fan, Z., Yang, H., Liao, W., Bao, S., Zhao, L., Zhang, Y., Yang, Y., Qiu, Y., Xie, G., Li, H., Jia, W.","Transcriptomic and metabonomic profiling reveal synergistic effects of quercetin and resveratrol supplementation in high fat diet fed mice",2012,"Journal of Proteome Research",11,10,,4961,4971,,22,10.1021/pr3004826,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867453251&partnerID=40&md5=bfe53d8b589791c88bd682e7dc2f8c7f",Article,Scopus,2-s2.0-84867453251
"Somashekar, B.S., Amin, A.G., Tripathi, P., Mackinnon, N., Rithner, C.D., Shanley, C.A., Basaraba, R., Henao-Tamayo, M., Kato-Maeda, M., Ramamoorthy, A., Orme, I.M., Ordway, D.J., Chatterjee, D.","Metabolomic signatures in guinea pigs infected with epidemic-associated W-Beijing strains of mycobacterium tuberculosis",2012,"Journal of Proteome Research",11,10,,4873,4884,,23,10.1021/pr300345x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867449305&partnerID=40&md5=fe135bcfcfa0376e8f25fdb5a809caae",Article,Scopus,2-s2.0-84867449305
"Ghosh, S., Sengupta, A., Sharma, S., Sonawat, H.M.","Metabolic fingerprints of serum, brain, and liver are distinct for mice with cerebral and noncerebral malaria: A 1H NMR spectroscopy-based metabonomic study",2012,"Journal of Proteome Research",11,10,,4992,5004,,23,10.1021/pr300562m,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867451972&partnerID=40&md5=7b1d2e60893d2f7f0ee31c6428b28fd7",Article,Scopus,2-s2.0-84867451972
"Hou, Y., Tianero, M.D.B., Kwan, J.C., Wyche, T.P., Michel, C.R., Ellis, G.A., Vazquez-Rivera, E., Braun, D.R., Rose, W.E., Schmidt, E.W., Bugni, T.S.","Structure and biosynthesis of the antibiotic bottromycin D",2012,"Organic Letters",14,19,,5050,5053,,39,10.1021/ol3022758,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867372777&partnerID=40&md5=c8109565180db3671d0d8eb65a5b3fa2",Article,Scopus,2-s2.0-84867372777
"Suh, J.H., Kim, R.Y., Lee, D.S.","A new metabolomic assay to examine inflammation and redox pathways following LPS challenge",2012,"Journal of Inflammation",,,,37,,,9,10.1186/1476-9255-9-37,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866902186&partnerID=40&md5=8d02d796d1aa5a3da98e83ed56d51b3d",Article in Press,Scopus,2-s2.0-84866902186
"Qualley, A.V., Widhalm, J.R., Adebesin, F., Kish, C.M., Dudareva, N.","Completion of the core β-oxidative pathway of benzoic acid biosynthesis in plants",2012,"Proceedings of the National Academy of Sciences of the United States of America",109,40,,16383,16388,,50,10.1073/pnas.1211001109,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867039055&partnerID=40&md5=f4dadce77e33cfa4fd2563b2c90cf7b3",Article,Scopus,2-s2.0-84867039055
"Wu, B., Liu, S., Guo, X., Zhang, Y., Zhang, X., Li, M., Cheng, S.","Responses of mouse liver to dechlorane plus exposure by integrative transcriptomic and metabonomic studies",2012,"Environmental Science and Technology",46,19,,10758,10764,,36,10.1021/es301804t,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867047368&partnerID=40&md5=65a910a9cf569dfdd923aeb59183831e",Article,Scopus,2-s2.0-84867047368
"Peretz, H., Watson, D.G., Blackburn, G., Zhang, T., Lagziel, A., Shtauber-Naamati, M., Morad, T., Keren-Tardai, E., Greenshpun, V., Usher, S., Shalev, H., Landau, D., Levartovsky, D.","Urine metabolomics reveals novel physiologic functions of human aldehyde oxidase and provides biomarkers for typing xanthinuria",2012,"Metabolomics",8,5,,951,959,,6,10.1007/s11306-011-0391-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867205160&partnerID=40&md5=081b75147ff35c1a28bcca5521189f5c",Article,Scopus,2-s2.0-84867205160
"Steinbeck, C., Conesa, P., Haug, K., Mahendraker, T., Williams, M., Maguire, E., Rocca-Serra, P., Sansone, S.-A., Salek, R.M., Griffin, J.L.","MetaboLights: Towards a new COSMOS of metabolomics data management",2012,"Metabolomics",8,5,,757,760,,36,10.1007/s11306-012-0462-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867223520&partnerID=40&md5=a22c5645b913977ff621a06b9bd8d9a4",Article,Scopus,2-s2.0-84867223520
"Johnson, C.H., Patterson, A.D., Krausz, K.W., Kalinich, J.F., Tyburski, J.B., Kang, D.W., Luecke, H., Gonzalez, F.J., Blakely, W.F., Idle, J.R.","Radiation metabolomics. 5. Identification of urinary biomarkers of ionizing radiation exposure in nonhuman primates by mass spectrometry-based metabolomics",2012,"Radiation Research",178,4,,328,340,,42,10.1667/RR2950.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867079107&partnerID=40&md5=98e49714bdd1106ec8d74543e03dfe5d",Article,Scopus,2-s2.0-84867079107
"Chen, H.-J., Shen, Y.-C., Lin, C.-Y., Tsai, K.-C., Lu, C.-K., Shen, C.-C., Lin, Y.-L.","Metabolomics study of Buyang Huanwu Tang Decoction in ischemic stroke mice by <sup>1</sup>H NMR",2012,"Metabolomics",8,5,,974,984,,11,10.1007/s11306-011-0394-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867210340&partnerID=40&md5=9826d4471521f0368936eb4e5e7a8233",Article,Scopus,2-s2.0-84867210340
"Benahmed, M.A., Santelmo, N., Elbayed, K., Frossard, N., Noll, E., Canuet, M., Pottecher, J., Diemunsch, P., Piotto, M., Massard, G., Namer, I.J.","The assessment of the quality of the graft in an animal model for lung transplantation using the metabolomics <sup>1</sup>H high-resolution magic angle spinning NMR spectroscopy",2012,"Magnetic Resonance in Medicine",68,4,,1026,1038,,12,10.1002/mrm.24110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866728483&partnerID=40&md5=d1bebf5e47a17aa4c783b8ae1b3f7220",Article,Scopus,2-s2.0-84866728483
"Rojas-Chertó, M., Van Vliet, M., Peironcely, J.E., Van Doorn, R., Kooyman, M., Te Beek, T., Van Driel, M.A., Hankemeier, T., Reijmers, T.","MetiTree: A web application to organize and process high-resolution multi-stage mass spectrometry metabolomics data",2012,"Bioinformatics",28,20,,2707,2709,,12,10.1093/bioinformatics/bts486,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84870405208&partnerID=40&md5=08c72ed17ef2e1287c36a5fe462a4a7a",Article,Scopus,2-s2.0-84870405208
"Bahado-Singh, R.O., Akolekar, R., Mandal, R., Dong, E., Xia, J., Kruger, M., Wishart, D.S., Nicolaides, K.","Metabolomics and first-trimester prediction of early-onset preeclampsia",2012,"Journal of Maternal-Fetal and Neonatal Medicine",25,10,,1840,1847,,46,10.3109/14767058.2012.680254,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866382213&partnerID=40&md5=3eaf72abdf8fa39dc1623d67589d44e9",Article,Scopus,2-s2.0-84866382213
"Friedrich, N.","Metabolomics in diabetes research",2012,"Journal of Endocrinology",215,1,,29,42,,65,10.1530/JOE-12-0120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869031541&partnerID=40&md5=80e184107ac16c7e21721aa64833b684",Article,Scopus,2-s2.0-84869031541
"Johnson, C.H., Slanař, O., Krausz, K.W., Kang, D.W., Patterson, A.D., Kim, J.-H., Luecke, H., Gonzalez, F.J., Idle, J.R.","Novel metabolites and roles for α-tocopherol in humans and mice discovered by mass spectrometry-based metabolomics",2012,"American Journal of Clinical Nutrition",96,4,,818,830,,20,10.3945/ajcn.112.042929,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866613381&partnerID=40&md5=92c3db1ae7d8374f07c9e4f848274d77",Article,Scopus,2-s2.0-84866613381
"Qin, X.-Y., Akanuma, H., Wei, F., Nagano, R., Zeng, Q., Imanishi, S., Ohsako, S., Yoshinaga, J., Yonemoto, J., Tanokura, M., Sone, H.","Effect of low-dose thalidomide on dopaminergic neuronal differentiation of human neural progenitor cells: A combined study of metabolomics and morphological analysis",2012,"NeuroToxicology",33,5,,1375,1380,,4,10.1016/j.neuro.2012.08.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867231227&partnerID=40&md5=4389e614f7db7fff46eaea0818930805",Article,Scopus,2-s2.0-84867231227
"Ferrazzi, E., Muggiasca, M.L., Fabbri, E., Fontana, P., Castoldi, F., Lista, G., Primerano, L., Livio, S., Di Francesco, S.","Assessment of fetal inflammatory syndrome by ""classical"" markers in the management of preterm labor: A possible lesson from metabolomics and system biology",2012,"Journal of Maternal-Fetal and Neonatal Medicine",25,SUPPL. 5,,54,61,,2,10.3109/14767058.2012.716984,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867027986&partnerID=40&md5=0d0628e164b138ee31dd1542e21e8c3f",Article,Scopus,2-s2.0-84867027986
"Cappellin, L., Soukoulis, C., Aprea, E., Granitto, P., Dallabetta, N., Costa, F., Viola, R., Märk, T.D., Gasperi, F., Biasioli, F.","PTR-ToF-MS and data mining methods: A new tool for fruit metabolomics",2012,"Metabolomics",8,5,,761,770,,34,10.1007/s11306-012-0405-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867200226&partnerID=40&md5=781d884b29bc7bdcf9e1fef6296b2170",Article,Scopus,2-s2.0-84867200226
"Calingacion, M.N., Boualaphanh, C., Daygon, V.D., Anacleto, R., Sackville Hamilton, R., Biais, B., Deborde, C., Maucourt, M., Moing, A., Mumm, R., de Vos, R.C.H., Erban, A., Kopka, J., Hansen, T.H., Laursen, K.H., Schjoerring, J.K., Hall, R.D., Fitzgerald, M.A.","A genomics and multi-platform metabolomics approach to identify new traits of rice quality in traditional and improved varieties",2012,"Metabolomics",8,5,,771,783,,21,10.1007/s11306-011-0374-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867193154&partnerID=40&md5=2317dd3890c15d8b093cdf70d2c9ff31",Article,Scopus,2-s2.0-84867193154
"Homuth, G., Teumer, A., Völker, U., Nauck, M.","A description of large-scale metabolomics studies: Increasing value by combining metabolomics with genome-wide SNP genotyping and transcriptional profiling",2012,"Journal of Endocrinology",215,1,,17,28,,13,10.1530/JOE-12-0144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869230199&partnerID=40&md5=f8b9239c48f2e987be77777a70f9e149",Article,Scopus,2-s2.0-84869230199
"Ng, J.S.Y., Ryan, U., Trengove, R.D., Maker, G.L.","Development of an untargeted metabolomics method for the analysis of human faecal samples using Cryptosporidium-infected samples",2012,"Molecular and Biochemical Parasitology",185,2,,145,150,,20,10.1016/j.molbiopara.2012.08.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866951999&partnerID=40&md5=4506d291dd24a7df6e3294a182848620",Article,Scopus,2-s2.0-84866951999
"Dinh-Xuan, A.T.","Complex systems biology and metabolomics applied to pneumology | Biologie des systèmes complexes et métabolomique appliqués à la pneumologie",2012,"Revue des Maladies Respiratoires Actualites",4,5,,329,332,,,10.1016/S1877-1203(12)70261-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869105667&partnerID=40&md5=24af6a84afe220a3016e179ceaf278f0",Article,Scopus,2-s2.0-84869105667
"Atkinson, R.R.L., Burrell, M.M., Osborne, C.P., Rose, K.E., Rees, M.","A non-targeted metabolomics approach to quantifying differences in root storage between fast- and slow-growing plants",2012,"New Phytologist",196,1,,200,211,,10,10.1111/j.1469-8137.2012.04274.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865552588&partnerID=40&md5=dee49ec4655eca3bf3d1805bb1f05c32",Article,Scopus,2-s2.0-84865552588
"Vaclavik, L., Schreiber, A., Lacina, O., Cajka, T., Hajslova, J.","Liquid chromatography-mass spectrometry-based metabolomics for authenticity assessment of fruit juices",2012,"Metabolomics",8,5,,793,803,,35,10.1007/s11306-011-0371-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867215398&partnerID=40&md5=82a7e3f94fb8f65f9cab216db551fe07",Article,Scopus,2-s2.0-84867215398
"Lorkiewicz, P., Higashi, R.M., Lane, A.N., Fan, T.W.-M.","High information throughput analysis of nucleotides and their isotopically enriched isotopologues by direct-infusion FTICR-MS",2012,"Metabolomics",8,5,,930,939,,21,10.1007/s11306-011-0388-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867209616&partnerID=40&md5=937f2419e236c481811bc7721ae797dc",Article,Scopus,2-s2.0-84867209616
"Krumsiek, J., Suhre, K., Evans, A.M., Mitchell, M.W., Mohney, R.P., Milburn, M.V., Wägele, B., Römisch-Margl, W., Illig, T., Adamski, J., Gieger, C., Theis, F.J., Kastenmüller, G.","Mining the Unknown: A Systems Approach to Metabolite Identification Combining Genetic and Metabolic Information",2012,"PLoS Genetics",8,10, e1003005,,,,57,10.1371/journal.pgen.1003005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868112190&partnerID=40&md5=32a588ecfe8b3ecb510ea5908fdf5ca7",Article,Scopus,2-s2.0-84868112190
"Dong, O.","Metabolomic characterization of human pancreatitis by 1H-NMR spectroscopy",2012,"Hepato-Gastroenterology",59,119,,2314,2317,,2,10.5754/hge11839,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84872056847&partnerID=40&md5=0ab8c050551d48da66168bd742292bfd",Article,Scopus,2-s2.0-84872056847
"Fasulo, S., Iacono, F., Cappello, T., Corsaro, C., Maisano, M., D'Agata, A., Giannetto, A., De Domenico, E., Parrino, V., Lo Paro, G., Mauceri, A.","Metabolomic investigation of Mytilus galloprovincialis (Lamarck 1819) caged in aquatic environments",2012,"Ecotoxicology and Environmental Safety",84,,,139,146,,55,10.1016/j.ecoenv.2012.07.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84865588094&partnerID=40&md5=5d93acdc8318ff89269e4225a14694a9",Article,Scopus,2-s2.0-84865588094
"Åslund, M.W., Simpson, M.J., Simpson, A.J., Zeeb, B.A., Rutter, A.","Earthworm metabolomic responses after exposure to aged PCB contaminated soils",2012,"Ecotoxicology",21,7,,1947,1956,,12,10.1007/s10646-012-0928-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84868006384&partnerID=40&md5=33048589ac7710bd3749eac7db6f40cb",Article,Scopus,2-s2.0-84868006384
"Kim, J., Jung, Y., Bong, Y.-S., Lee, K.-S., Hwang, G.-S.","Determination of the geographical origin of kimchi by 1H NMR-based metabolite profiling",2012,"Bioscience, Biotechnology and Biochemistry",76,9,,1752,1757,,4,10.1271/bbb.120356,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866703786&partnerID=40&md5=06bfebcc7452341dc12d4eb771694e3c",Article,Scopus,2-s2.0-84866703786
"Corte, L., Roscini, L., Zadra, C., Antonielli, L., Tancini, B., Magini, A., Emiliani, C., Cardinali, G.","Effect of pH on potassium metabisulphite biocidic activity against yeast and human cell cultures",2012,"Food Chemistry",134,3,,1327,1336,,12,10.1016/j.foodchem.2012.03.025,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84861096394&partnerID=40&md5=e54869c26ce995ffb9ef8cb9a397ac30",Article,Scopus,2-s2.0-84861096394
"Williams, A., Koekemoer, G., Lindeque, Z., Reinecke, C., Meyer, D.","Qualitative serum organic acid profiles of HIV-infected individuals not on antiretroviral treatment",2012,"Metabolomics",8,5,,804,818,,7,10.1007/s11306-011-0376-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867191165&partnerID=40&md5=9965a149f312885c27cbb08310ce329e",Article,Scopus,2-s2.0-84867191165
"Qi, S., Ouyang, X., Wang, L., Peng, W., Wen, J., Dai, Y.","A Pilot Metabolic Profiling Study in Serum of Patients with Chronic Kidney Disease Based on <sup>1</sup>H-NMR-Spectroscopy",2012,"Clinical and Translational Science",5,5,,379,385,,26,10.1111/j.1752-8062.2012.00437.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867732904&partnerID=40&md5=4768488ed772af5ce9e44dc85514d39a",Article,Scopus,2-s2.0-84867732904
"Chen, Y., Xu, Z., Kong, H., Chen, N., Chen, J., Zhou, L., Wang, F., Dong, Y., Zheng, S., Chen, Z., Xu, G., Li, L.","Differences between the metabolic profiles of decompensated and compensated cirrhosis patients with Hepatitis B virus infections under high-performance liquid chromatography-mass spectrometry",2012,"Metabolomics",8,5,,845,853,,2,10.1007/s11306-011-0379-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84867204808&partnerID=40&md5=b0f08e8a088bd2fd431b9f6a76af0e26",Article,Scopus,2-s2.0-84867204808
"Marincola, F.C., Noto, A., Caboni, P., Reali, A., Barberini, L., Lussu, M., Murgia, F., Santoru, M.L., Atzori, L., Fanos, V.","A metabolomic study of preterm human and formula milk by high resolution NMR and GC/MS analysis: Preliminary results",2012,"Journal of Maternal-Fetal and Neonatal Medicine",25,SUPPL. 5,,62,67,,42,10.3109/14767058.2012.715436,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84866978017&partnerID=40&md5=282072882912988dbc64b1fa566fda52",Article,Scopus,2-s2.0-84866978017
